"last_date","today_ok","no","no_","username_nl","followers","increase_nl","location","___newsletter_text___","username","increase","one_tw_username","one_favorite","one_followers_count","one_created_at","two_tw_username","two_favorite","two_followers_count","two_created_at","diff_last_7_days"
2022-05-28,1,1,1.|,@tim_onlyfans,[517K],|+26153,"(New York City, USA)","1. @tim_onlyfans [517K] ⏫  |+26153 (New York City, USA) ",@tim_onlyfans,|+26153,tim_onlyfans,1,491308,2022-05-21 02:00:00.000,tim_onlyfans,1,517461,2022-05-28 02:00:00.000,26153
2022-05-28,1,2,2.|,@wolfmannxxx,[860K],|+21836,,2. @wolfmannxxx [860K] ⏫  |+21836,@wolfmannxxx,|+21836,wolfmannxxx,1,838575,2022-05-21 02:00:00.000,wolfmannxxx,1,860411,2022-05-28 02:00:00.000,21836
2022-05-28,1,3,3.|,@jakipz,[1296K],|+19097,(Canada),3. @jakipz [1296K] ⏫  |+19097 (Canada) ,@jakipz,|+19097,jakipz,1,1276703,2022-05-21 02:00:00.000,jakipz,1,1295800,2022-05-28 02:00:00.000,19097
2022-05-28,1,4,4.|,@goldengeorgiii,[96K],|+17953,,4. @goldengeorgiii [96K] ⏫  |+17953,@goldengeorgiii,|+17953,goldengeorgiii,1,78138,2022-05-21 02:00:00.000,goldengeorgiii,1,96091,2022-05-28 02:00:00.000,17953
2022-05-28,1,5,5.|,@sixnusx,[196K],|+16453,,5. @sixnusx [196K] ⏫  |+16453,@sixnusx,|+16453,sixnusx,1,179127,2022-05-21 02:00:00.000,sixnusx,1,195580,2022-05-28 02:00:00.000,16453
2022-05-28,1,6,6.|,@rhyheimx,[492K],|+15884,"(Los Angeles, CA)","6. @rhyheimx [492K] ⏫  |+15884 (Los Angeles, CA) ",@rhyheimx,|+15884,rhyheimx,1,476326,2022-05-21 02:00:00.000,rhyheimx,1,492210,2022-05-28 02:00:00.000,15884
2022-05-28,1,7,7.|,@gattouz0,[320K],|+15489,"(Montréal, Québec)","7. @gattouz0 [320K] ⏫  |+15489 (Montréal, Québec) ",@gattouz0,|+15489,gattouz0,1,304838,2022-05-21 02:00:00.000,gattouz0,1,320327,2022-05-28 02:00:00.000,15489
2022-05-28,1,8,8.|,@tylerwu_97,[499K],|+14987,"(Los Angeles, CA)","8. @tylerwu_97 [499K] ⏫  |+14987 (Los Angeles, CA) ",@tylerwu_97,|+14987,tylerwu_97,1,483819,2022-05-21 02:00:00.000,tylerwu_97,1,498806,2022-05-28 02:00:00.000,14987
2022-05-28,1,9,9.|,@boytattook,[239K],|+14948,,9. @boytattook [239K] ⏫  |+14948,@boytattook,|+14948,boytattook,1,223835,2022-05-21 02:00:00.000,boytattook,1,238783,2022-05-28 02:00:00.000,14948
2022-05-28,1,10,10.|,@angelokonly,[287K],|+13910,,10. @angelokonly [287K] ⏫  |+13910,@angelokonly,|+13910,angelokonly,1,273365,2022-05-21 02:00:00.000,angelokonly,1,287275,2022-05-28 02:00:00.000,13910
2022-05-28,1,11,11.|,@_leonmike17,[513K],|+13669,"(Miami, FL)","11. @_leonmike17 [513K] ⏫  |+13669 (Miami, FL) ",@_leonmike17,|+13669,_leonmike17,1,499556,2022-05-21 02:00:00.000,_leonmike17,1,513225,2022-05-28 02:00:00.000,13669
2022-05-28,1,12,12.|,@fittfilou,[220K],|+13160,(MIAMI),12. @fittfilou [220K] ⏫  |+13160 (MIAMI) ,@fittfilou,|+13160,fittfilou,1,206748,2022-05-21 02:00:00.000,fittfilou,1,219908,2022-05-28 02:00:00.000,13160
2022-05-28,1,13,13.|,@nineinchtop,[99K],|+13048,,13. @nineinchtop [99K] ⏫  |+13048,@nineinchtop,|+13048,nineinchtop,1,85634,2022-05-21 02:00:00.000,nineinchtop,1,98682,2022-05-28 02:00:00.000,13048
2022-05-28,1,14,14.|,@aospinad,[848K],|+12664,(Ariana Grande),14. @aospinad [848K] ⏫  |+12664 (Ariana Grande) ,@aospinad,|+12664,aospinad,1,835682,2022-05-21 02:00:00.000,aospinad,1,848346,2022-05-28 02:00:00.000,12664
2022-05-28,1,15,15.|,@marco_maxxx,[177K],|+12370,"(Buenos Aires, Argentinien)","15. @marco_maxxx [177K] ⏫  |+12370 (Buenos Aires, Argentinien) ",@marco_maxxx,|+12370,marco_maxxx,1,164625,2022-05-21 02:00:00.000,marco_maxxx,1,176995,2022-05-28 02:00:00.000,12370
2022-05-28,1,16,16.|,@lockedboyeli,[224K],|+12178,"(Los Angeles, CA)","16. @lockedboyeli [224K] ⏫  |+12178 (Los Angeles, CA) ",@lockedboyeli,|+12178,lockedboyeli,1,211823,2022-05-21 02:00:00.000,lockedboyeli,1,224001,2022-05-28 02:00:00.000,12178
2022-05-28,1,17,17.|,@samironeboy,[269K],|+11871,(Ciudad Autónoma Buenos Aires),17. @samironeboy [269K] ⏫  |+11871 (Ciudad Autónoma Buenos Aires) ,@samironeboy,|+11871,samironeboy,1,257324,2022-05-21 02:00:00.000,samironeboy,1,269195,2022-05-28 02:00:00.000,11871
2022-05-28,1,18,18.|,@xescuderomilton,[217K],|+11744,"(Buenos Aires, Argentina)","18. @xescuderomilton [217K] ⏫  |+11744 (Buenos Aires, Argentina) ",@xescuderomilton,|+11744,xescuderomilton,1,204814,2022-05-21 02:00:00.000,xescuderomilton,1,216558,2022-05-28 02:00:00.000,11744
2022-05-28,1,19,19.|,@colbyx14,[218K],|+11540,"(Rio de Janeiro, Brasil)","19. @colbyx14 [218K] ⏫  |+11540 (Rio de Janeiro, Brasil) ",@colbyx14,|+11540,colbyx14,1,206275,2022-05-21 02:00:00.000,colbyx14,1,217815,2022-05-28 02:00:00.000,11540
2022-05-28,1,20,20.|,@oscarharrisonx,[162K],|+11504,(40% off ➡️),20. @oscarharrisonx [162K] ⏫  |+11504 (40% off ➡️) ,@oscarharrisonx,|+11504,oscarharrisonx,1,150034,2022-05-21 02:00:00.000,oscarharrisonx,1,161538,2022-05-28 02:00:00.000,11504
2022-05-28,1,21,21.|,@estudiantehotsv,[72K],|+11335,(El Salvador),21. @estudiantehotsv [72K] ⏫  |+11335 (El Salvador) ,@estudiantehotsv,|+11335,estudiantehotsv,1,61050,2022-05-21 02:00:00.000,estudiantehotsv,1,72385,2022-05-28 02:00:00.000,11335
2022-05-28,1,22,22.|,@luiskapx,[152K],|+11028,(Canada),22. @luiskapx [152K] ⏫  |+11028 (Canada) ,@luiskapx,|+11028,luiskapx,1,141100,2022-05-21 02:00:00.000,luiskapx,1,152128,2022-05-28 02:00:00.000,11028
2022-05-28,1,23,23.|,@teninchtopx,[758K],|+10857,"(London, UK )","23. @teninchtopx [758K] ⏫  |+10857 (London, UK ) ",@teninchtopx,|+10857,teninchtopx,1,747270,2022-05-21 02:00:00.000,teninchtopx,1,758127,2022-05-28 02:00:00.000,10857
2022-05-28,1,24,24.|,@_carterdane,[184K],|+10561,,24. @_carterdane [184K] ⏫  |+10561,@_carterdane,|+10561,_carterdane,1,173225,2022-05-21 02:00:00.000,_carterdane,1,183786,2022-05-28 02:00:00.000,10561
2022-05-28,1,25,25.|,@twinkboysheaven,[268K],|+10496,"(Los Angeles, CA)","25. @twinkboysheaven [268K] ⏫  |+10496 (Los Angeles, CA) ",@twinkboysheaven,|+10496,twinkboysheaven,1,257038,2022-05-21 02:00:00.000,twinkboysheaven,1,267534,2022-05-28 02:00:00.000,10496
2022-05-28,1,26,26.|,@themasonblaze,[797K],|+10475,,26. @themasonblaze [797K] ⏫  |+10475,@themasonblaze,|+10475,themasonblaze,1,786494,2022-05-21 02:00:00.000,themasonblaze,1,796969,2022-05-28 02:00:00.000,10475
2022-05-28,1,27,27.|,@alexpander13,[57K],|+10333,,27. @alexpander13 [57K] ⏫  |+10333,@alexpander13,|+10333,alexpander13,1,46538,2022-05-21 02:00:00.000,alexpander13,1,56871,2022-05-28 02:00:00.000,10333
2022-05-28,1,28,28.|,@midgethotx,[51K],|+9968,,28. @midgethotx [51K] ⏫  |+9968,@midgethotx,|+9968,midgethotx,1,40732,2022-05-21 02:00:00.000,midgethotx,1,50700,2022-05-28 02:00:00.000,9968
2022-05-27,0,29,29.|,@tonysmithx100,[35K],|+9882,,29. @tonysmithx100 [35K] ⏫  |+9882,@tonysmithx100,|+9882,tonysmithx100,1,25549,2022-05-22 02:00:00.000,tonysmithx100,1,35431,2022-05-27 02:00:00.000,9882
2022-05-28,1,30,30.|,@emilianoterra_,[283K],|+9870,(Top 0.3%),30. @emilianoterra_ [283K] ⏫  |+9870 (Top 0.3%) ,@emilianoterra_,|+9870,emilianoterra_,1,273343,2022-05-21 02:00:00.000,emilianoterra_,1,283213,2022-05-28 02:00:00.000,9870
2022-05-28,1,31,31.|,@sebastiancoxxx,[657K],|+9677,,31. @sebastiancoxxx [657K] ⏫  |+9677,@sebastiancoxxx,|+9677,sebastiancoxxx,1,647284,2022-05-21 02:00:00.000,sebastiancoxxx,1,656961,2022-05-28 02:00:00.000,9677
2022-05-28,1,32,32.|,@superlatino37,[186K],|+9573,"(Monterrey, Nuevo León)","32. @superlatino37 [186K] ⏫  |+9573 (Monterrey, Nuevo León) ",@superlatino37,|+9573,superlatino37,1,175969,2022-05-21 02:00:00.000,superlatino37,1,185542,2022-05-28 02:00:00.000,9573
2022-05-27,0,33,33.|,@princedarkviral,[16K],|+9520,(East oakland),33. @princedarkviral [16K] ⏫  |+9520 (East oakland) ,@princedarkviral,|+9520,princedarkviral,1,6441,2022-05-21 02:00:00.000,princedarkviral,1,15961,2022-05-27 02:00:00.000,9520
2022-05-28,1,34,34.|,@zenotiger_x,[622K],|+9494,"(กรุงเทพมหานคร, ประเทศไทย)","34. @zenotiger_x [622K] ⏫  |+9494 (กรุงเทพมหานคร, ประเทศไทย) ",@zenotiger_x,|+9494,zenotiger_x,1,612215,2022-05-21 02:00:00.000,zenotiger_x,1,621709,2022-05-28 02:00:00.000,9494
2022-05-28,1,35,35.|,@alexbelmont96,[580K],|+9454,,35. @alexbelmont96 [580K] ⏫  |+9454,@alexbelmont96,|+9454,alexbelmont96,1,570836,2022-05-21 02:00:00.000,alexbelmont96,1,580290,2022-05-28 02:00:00.000,9454
2022-05-28,1,36,36.|,@christianflexxx,[125K],|+9432,"(Manhattan, NY)","36. @christianflexxx [125K] ⏫  |+9432 (Manhattan, NY) ",@christianflexxx,|+9432,christianflexxx,1,116023,2022-05-21 02:00:00.000,christianflexxx,1,125455,2022-05-28 02:00:00.000,9432
2022-05-28,1,37,37.|,@avcaal,[456K],|+9155,(España),37. @avcaal [456K] ⏫  |+9155 (España) ,@avcaal,|+9155,avcaal,1,446653,2022-05-21 02:00:00.000,avcaal,1,455808,2022-05-28 02:00:00.000,9155
2022-05-27,0,38,38.|,@isthethan,[30K],|+8895,(Europe),38. @isthethan [30K] ⏫  |+8895 (Europe) ,@isthethan,|+8895,isthethan,1,21194,2022-05-22 02:00:00.000,isthethan,1,30089,2022-05-27 02:00:00.000,8895
2022-05-28,1,39,39.|,@daddyjm215,[255K],|+8893,"(Miami, FL)","39. @daddyjm215 [255K] ⏫  |+8893 (Miami, FL) ",@daddyjm215,|+8893,daddyjm215,1,246325,2022-05-21 02:00:00.000,daddyjm215,1,255218,2022-05-28 02:00:00.000,8893
2022-05-28,1,40,40.|,@leironandgian_,[209K],|+8777,"(Cali, Colombia)","40. @leironandgian_ [209K] ⏫  |+8777 (Cali, Colombia) ",@leironandgian_,|+8777,leironandgian_,1,200617,2022-05-21 02:00:00.000,leironandgian_,1,209394,2022-05-28 02:00:00.000,8777
2022-05-28,1,41,41.|,@_disco_dick,[122K],|+8764,"(New York, USA)","41. @_disco_dick [122K] ⏫  |+8764 (New York, USA) ",@_disco_dick,|+8764,_disco_dick,1,113300,2022-05-21 02:00:00.000,_disco_dick,1,122064,2022-05-28 02:00:00.000,8764
2022-05-28,1,42,42.|,@apagua13,[274K],|+8762,"(Cali, Colombia)","42. @apagua13 [274K] ⏫  |+8762 (Cali, Colombia) ",@apagua13,|+8762,apagua13,1,265624,2022-05-21 02:00:00.000,apagua13,1,274386,2022-05-28 02:00:00.000,8762
2022-05-28,1,43,43.|,@hiltonlbenjamin,[87K],|+8693,,43. @hiltonlbenjamin [87K] ⏫  |+8693,@hiltonlbenjamin,|+8693,hiltonlbenjamin,1,78304,2022-05-21 02:00:00.000,hiltonlbenjamin,1,86997,2022-05-28 02:00:00.000,8693
2022-05-28,1,44,44.|,@mrbennyx,[125K],|+8532,"(Rio de Janeiro, Brasil)","44. @mrbennyx [125K] ⏫  |+8532 (Rio de Janeiro, Brasil) ",@mrbennyx,|+8532,mrbennyx,1,116479,2022-05-21 02:00:00.000,mrbennyx,1,125011,2022-05-28 02:00:00.000,8532
2022-05-28,1,45,45.|,@sepantaarya,[133K],|+8439,,45. @sepantaarya [133K] ⏫  |+8439,@sepantaarya,|+8439,sepantaarya,1,124268,2022-05-21 02:00:00.000,sepantaarya,1,132707,2022-05-28 02:00:00.000,8439
2022-05-28,1,46,46.|,@canadian__xxl,[18K],|+8210,(Canada),46. @canadian__xxl [18K] ⏫  |+8210 (Canada) ,@canadian__xxl,|+8210,canadian__xxl,1,9331,2022-05-21 02:00:00.000,canadian__xxl,1,17541,2022-05-28 02:00:00.000,8210
2022-05-28,1,47,47.|,@iamchaccez,[202K],|+8128,,47. @iamchaccez [202K] ⏫  |+8128,@iamchaccez,|+8128,iamchaccez,1,193487,2022-05-21 02:00:00.000,iamchaccez,1,201615,2022-05-28 02:00:00.000,8128
2022-05-28,1,48,48.|,@evanpeixfanpage,[185K],|+8029,(Miami),48. @evanpeixfanpage [185K] ⏫  |+8029 (Miami) ,@evanpeixfanpage,|+8029,evanpeixfanpage,1,176712,2022-05-21 02:00:00.000,evanpeixfanpage,1,184741,2022-05-28 02:00:00.000,8029
2022-05-28,1,49,49.|,@gigantemilo,[289K],|+7916,,49. @gigantemilo [289K] ⏫  |+7916,@gigantemilo,|+7916,gigantemilo,1,281055,2022-05-21 02:00:00.000,gigantemilo,1,288971,2022-05-28 02:00:00.000,7916
2022-05-28,1,50,50.|,@littlehotx,[355K],|+7842,(Top% 0.2),50. @littlehotx [355K] ⏫  |+7842 (Top% 0.2) ,@littlehotx,|+7842,littlehotx,1,347493,2022-05-21 02:00:00.000,littlehotx,1,355335,2022-05-28 02:00:00.000,7842
2022-05-28,1,51,51.|,@sepantarated,[184K],|+7793,,51. @sepantarated [184K] ⏫  |+7793,@sepantarated,|+7793,sepantarated,1,175847,2022-05-21 02:00:00.000,sepantarated,1,183640,2022-05-28 02:00:00.000,7793
2022-05-28,1,52,52.|,@elijahzaynexxx,[701K],|+7727,"(Los Angeles, CA)","52. @elijahzaynexxx [701K] ⏫  |+7727 (Los Angeles, CA) ",@elijahzaynexxx,|+7727,elijahzaynexxx,1,692918,2022-05-21 02:00:00.000,elijahzaynexxx,1,700645,2022-05-28 02:00:00.000,7727
2022-05-28,1,53,53.|,@willmodel_,[184K],|+7706,(Portugal ),53. @willmodel_ [184K] ⏫  |+7706 (Portugal ) ,@willmodel_,|+7706,willmodel_,1,176287,2022-05-21 02:00:00.000,willmodel_,1,183993,2022-05-28 02:00:00.000,7706
2022-05-28,1,54,54.|,@doryannsw,[141K],|+7679,"(Natal, Brasil)","54. @doryannsw [141K] ⏫  |+7679 (Natal, Brasil) ",@doryannsw,|+7679,doryannsw,1,133820,2022-05-21 02:00:00.000,doryannsw,1,141499,2022-05-28 02:00:00.000,7679
2022-05-28,1,55,55.|,@christian_sty,[926K],|+7675,"(Fort Lauderdale, FL)","55. @christian_sty [926K] ⏫  |+7675 (Fort Lauderdale, FL) ",@christian_sty,|+7675,christian_sty,1,918040,2022-05-21 02:00:00.000,christian_sty,1,925715,2022-05-28 02:00:00.000,7675
2022-05-28,1,56,56.|,@antthhy,[256K],|+7598,"(Seattle, WA)","56. @antthhy [256K] ⏫  |+7598 (Seattle, WA) ",@antthhy,|+7598,antthhy,1,248826,2022-05-21 02:00:00.000,antthhy,1,256424,2022-05-28 02:00:00.000,7598
2022-05-28,1,57,57.|,@bradley_paulx,[26K],|+7583,(London),57. @bradley_paulx [26K] ⏫  |+7583 (London) ,@bradley_paulx,|+7583,bradley_paulx,1,18624,2022-05-21 02:00:00.000,bradley_paulx,1,26207,2022-05-28 02:00:00.000,7583
2022-05-28,1,58,58.|,@kauebru,[192K],|+7542,"(Nueva York, USA)","58. @kauebru [192K] ⏫  |+7542 (Nueva York, USA) ",@kauebru,|+7542,kauebru,1,184420,2022-05-21 02:00:00.000,kauebru,1,191962,2022-05-28 02:00:00.000,7542
2022-05-28,1,59,59.|,@grindrosario,[435K],|+7535,(⛔ +18 🔞 +18 🔞 +18 🔞 ⛔),59. @grindrosario [435K] ⏫  |+7535 (⛔ +18 🔞 +18 🔞 +18 🔞 ⛔) ,@grindrosario,|+7535,grindrosario,1,427401,2022-05-21 02:00:00.000,grindrosario,1,434936,2022-05-28 02:00:00.000,7535
2022-05-28,1,60,60.|,@farmer8blake,[68K],|+7509,,60. @farmer8blake [68K] ⏫  |+7509,@farmer8blake,|+7509,farmer8blake,1,60240,2022-05-21 02:00:00.000,farmer8blake,1,67749,2022-05-28 02:00:00.000,7509
2022-05-28,1,61,61.|,@jero_wero,[393K],|+7434,"(Valentz, Spanien)","61. @jero_wero [393K] ⏫  |+7434 (Valentz, Spanien) ",@jero_wero,|+7434,jero_wero,1,385829,2022-05-21 02:00:00.000,jero_wero,1,393263,2022-05-28 02:00:00.000,7434
2022-05-27,0,62,62.|,@shanejacksonxxx,[218K],|+7427,"(Manhattan, NY)","62. @shanejacksonxxx [218K] ⏫  |+7427 (Manhattan, NY) ",@shanejacksonxxx,|+7427,shanejacksonxxx,1,210538,2022-05-21 02:00:00.000,shanejacksonxxx,1,217965,2022-05-27 02:00:00.000,7427
2022-05-28,1,63,63.|,@ryanpaiva131,[293K],|+7381,"(São Paulo, Brasil)","63. @ryanpaiva131 [293K] ⏫  |+7381 (São Paulo, Brasil) ",@ryanpaiva131,|+7381,ryanpaiva131,1,285980,2022-05-21 02:00:00.000,ryanpaiva131,1,293361,2022-05-28 02:00:00.000,7381
2022-05-28,1,64,64.|,@malik_delgaty,[552K],|+7368,,64. @malik_delgaty [552K] ⏫  |+7368,@malik_delgaty,|+7368,malik_delgaty,1,544388,2022-05-21 02:00:00.000,malik_delgaty,1,551756,2022-05-28 02:00:00.000,7368
2022-05-28,1,65,65.|,@peachyboy25,[479K],|+7339,(United Kingdom),65. @peachyboy25 [479K] ⏫  |+7339 (United Kingdom) ,@peachyboy25,|+7339,peachyboy25,1,472146,2022-05-21 02:00:00.000,peachyboy25,1,479485,2022-05-28 02:00:00.000,7339
2022-05-28,1,66,66.|,@saydenseay,[151K],|+7336,,66. @saydenseay [151K] ⏫  |+7336,@saydenseay,|+7336,saydenseay,1,143282,2022-05-21 02:00:00.000,saydenseay,1,150618,2022-05-28 02:00:00.000,7336
2022-05-28,1,67,67.|,@brianvachok06,[291K],|+7244,(Ciudad Autónoma de Buenos Aire),67. @brianvachok06 [291K] ⏫  |+7244 (Ciudad Autónoma de Buenos Aire) ,@brianvachok06,|+7244,brianvachok06,1,283280,2022-05-21 02:00:00.000,brianvachok06,1,290524,2022-05-28 02:00:00.000,7244
2022-05-28,1,68,68.|,@mostlybottom,[163K],|+7189,(At Large),68. @mostlybottom [163K] ⏫  |+7189 (At Large) ,@mostlybottom,|+7189,mostlybottom,1,155504,2022-05-21 02:00:00.000,mostlybottom,1,162693,2022-05-28 02:00:00.000,7189
2022-05-28,1,69,69.|,@leedsladcd,[159K],|+7186,,69. @leedsladcd [159K] ⏫  |+7186,@leedsladcd,|+7186,leedsladcd,1,151940,2022-05-21 02:00:00.000,leedsladcd,1,159126,2022-05-28 02:00:00.000,7186
2022-05-28,1,70,70.|,@mattygilbert69,[239K],|+7153,,70. @mattygilbert69 [239K] ⏫  |+7153,@mattygilbert69,|+7153,mattygilbert69,1,231364,2022-05-21 02:00:00.000,mattygilbert69,1,238517,2022-05-28 02:00:00.000,7153
2022-05-28,1,71,71.|,@seateabe,[369K],|+7102,"(New York, NY)","71. @seateabe [369K] ⏫  |+7102 (New York, NY) ",@seateabe,|+7102,seateabe,1,362078,2022-05-21 02:00:00.000,seateabe,1,369180,2022-05-28 02:00:00.000,7102
2022-05-28,1,72,72.|,@boy9_xxx,[447K],|+7045,(New York City),72. @boy9_xxx [447K] ⏫  |+7045 (New York City) ,@boy9_xxx,|+7045,boy9_xxx,1,439944,2022-05-21 02:00:00.000,boy9_xxx,1,446989,2022-05-28 02:00:00.000,7045
2022-05-28,1,73,73.|,@danielmonterre6,[240K],|+7029,(Monterrey ),73. @danielmonterre6 [240K] ⏫  |+7029 (Monterrey ) ,@danielmonterre6,|+7029,danielmonterre6,1,233184,2022-05-21 02:00:00.000,danielmonterre6,1,240213,2022-05-28 02:00:00.000,7029
2022-05-28,1,74,74.|,@ppixiepixie,[105K],|+7019,(Ciudad de Mexico ),74. @ppixiepixie [105K] ⏫  |+7019 (Ciudad de Mexico ) ,@ppixiepixie,|+7019,ppixiepixie,1,97955,2022-05-21 02:00:00.000,ppixiepixie,1,104974,2022-05-28 02:00:00.000,7019
2022-05-28,1,75,75.|,@thejandiaz_,[115K],|+7010,(Conteúdo adulto +18),75. @thejandiaz_ [115K] ⏫  |+7010 (Conteúdo adulto +18) ,@thejandiaz_,|+7010,thejandiaz_,1,107866,2022-05-21 02:00:00.000,thejandiaz_,1,114876,2022-05-28 02:00:00.000,7010
2022-05-28,1,76,76.|,@chinkou_,[222K],|+6993,,76. @chinkou_ [222K] ⏫  |+6993,@chinkou_,|+6993,chinkou_,1,214616,2022-05-21 02:00:00.000,chinkou_,1,221609,2022-05-28 02:00:00.000,6993
2022-05-28,1,77,77.|,@ruggeryv,[355K],|+6947,"(Miami, FL)","77. @ruggeryv [355K] ⏫  |+6947 (Miami, FL) ",@ruggeryv,|+6947,ruggeryv,1,347813,2022-05-21 02:00:00.000,ruggeryv,1,354760,2022-05-28 02:00:00.000,6947
2022-05-28,1,78,78.|,@husbandstlv,[107K],|+6898,(Israel),78. @husbandstlv [107K] ⏫  |+6898 (Israel) ,@husbandstlv,|+6898,husbandstlv,1,100576,2022-05-21 02:00:00.000,husbandstlv,1,107474,2022-05-28 02:00:00.000,6898
2022-05-28,1,79,79.|,@twinksam20,[173K],|+6855,(Canada),79. @twinksam20 [173K] ⏫  |+6855 (Canada) ,@twinksam20,|+6855,twinksam20,1,166635,2022-05-21 02:00:00.000,twinksam20,1,173490,2022-05-28 02:00:00.000,6855
2022-05-28,1,80,80.|,@kuangku57395139,[647K],|+6790,,80. @kuangku57395139 [647K] ⏫  |+6790,@kuangku57395139,|+6790,kuangku57395139,1,639919,2022-05-21 02:00:00.000,kuangku57395139,1,646709,2022-05-28 02:00:00.000,6790
2022-05-28,1,81,81.|,@itsdesmipeach,[447K],|+6773,(Los Angeles),81. @itsdesmipeach [447K] ⏫  |+6773 (Los Angeles) ,@itsdesmipeach,|+6773,itsdesmipeach,1,440271,2022-05-21 02:00:00.000,itsdesmipeach,1,447044,2022-05-28 02:00:00.000,6773
2022-05-28,1,82,82.|,@inkfit_,[88K],|+6690,"(Las Vegas, NV)","82. @inkfit_ [88K] ⏫  |+6690 (Las Vegas, NV) ",@inkfit_,|+6690,inkfit_,1,81695,2022-05-21 02:00:00.000,inkfit_,1,88385,2022-05-28 02:00:00.000,6690
2022-05-28,1,83,83.|,@gerryperezfit,[16K],|+6673,(Philippines),83. @gerryperezfit [16K] ⏫  |+6673 (Philippines) ,@gerryperezfit,|+6673,gerryperezfit,1,9112,2022-05-21 02:00:00.000,gerryperezfit,1,15785,2022-05-28 02:00:00.000,6673
2022-05-28,1,84,84.|,@hectorkonak,[497K],|+6640,(onlyfans/hektorginal),84. @hectorkonak [497K] ⏫  |+6640 (onlyfans/hektorginal) ,@hectorkonak,|+6640,hectorkonak,1,490287,2022-05-21 02:00:00.000,hectorkonak,1,496927,2022-05-28 02:00:00.000,6640
2022-05-28,1,85,85.|,@imanolbrownof,[618K],|+6625,"(Miami, FL)","85. @imanolbrownof [618K] ⏫  |+6625 (Miami, FL) ",@imanolbrownof,|+6625,imanolbrownof,1,611599,2022-05-21 02:00:00.000,imanolbrownof,1,618224,2022-05-28 02:00:00.000,6625
2022-05-28,1,86,86.|,@alekxbrandt,[148K],|+6523,,86. @alekxbrandt [148K] ⏫  |+6523,@alekxbrandt,|+6523,alekxbrandt,1,141707,2022-05-21 02:00:00.000,alekxbrandt,1,148230,2022-05-28 02:00:00.000,6523
2022-05-28,1,87,87.|,@rough_ginger,[151K],|+6430,"(West Hollywood, CA)","87. @rough_ginger [151K] ⏫  |+6430 (West Hollywood, CA) ",@rough_ginger,|+6430,rough_ginger,1,144273,2022-05-21 02:00:00.000,rough_ginger,1,150703,2022-05-28 02:00:00.000,6430
2022-05-28,1,88,88.|,@leonactxl,[109K],|+6359,"(Guadalajara, Jalisco)","88. @leonactxl [109K] ⏫  |+6359 (Guadalajara, Jalisco) ",@leonactxl,|+6359,leonactxl,1,102436,2022-05-21 02:00:00.000,leonactxl,1,108795,2022-05-28 02:00:00.000,6359
2022-05-28,1,89,89.|,@xaviblinded,[234K],|+6341,(Argentina),89. @xaviblinded [234K] ⏫  |+6341 (Argentina) ,@xaviblinded,|+6341,xaviblinded,1,228099,2022-05-21 02:00:00.000,xaviblinded,1,234440,2022-05-28 02:00:00.000,6341
2022-05-28,1,90,90.|,@maicolmejiaa2,[217K],|+6288,,90. @maicolmejiaa2 [217K] ⏫  |+6288,@maicolmejiaa2,|+6288,maicolmejiaa2,1,210787,2022-05-21 02:00:00.000,maicolmejiaa2,1,217075,2022-05-28 02:00:00.000,6288
2022-05-28,1,91,91.|,@lickimartinez,[270K],|+6266,(Europe),91. @lickimartinez [270K] ⏫  |+6266 (Europe) ,@lickimartinez,|+6266,lickimartinez,1,263621,2022-05-21 02:00:00.000,lickimartinez,1,269887,2022-05-28 02:00:00.000,6266
2022-05-28,1,92,92.|,@romeotwink,[500K],|+6243,,92. @romeotwink [500K] ⏫  |+6243,@romeotwink,|+6243,romeotwink,1,494093,2022-05-21 02:00:00.000,romeotwink,1,500336,2022-05-28 02:00:00.000,6243
2022-05-28,1,93,93.|,@seba_terry,[614K],|+6234,"(Valencia, España)","93. @seba_terry [614K] ⏫  |+6234 (Valencia, España) ",@seba_terry,|+6234,seba_terry,1,607859,2022-05-21 02:00:00.000,seba_terry,1,614093,2022-05-28 02:00:00.000,6234
2022-05-28,1,94,94.|,@jordanxbrandt,[823K],|+6230,,94. @jordanxbrandt [823K] ⏫  |+6230,@jordanxbrandt,|+6230,jordanxbrandt,1,816300,2022-05-21 02:00:00.000,jordanxbrandt,1,822530,2022-05-28 02:00:00.000,6230
2022-05-28,1,95,95.|,@hungtwinks,[575K],|+6207,(España),95. @hungtwinks [575K] ⏫  |+6207 (España) ,@hungtwinks,|+6207,hungtwinks,1,568373,2022-05-21 02:00:00.000,hungtwinks,1,574580,2022-05-28 02:00:00.000,6207
2022-05-28,1,96,96.|,@connerblakely,[245K],|+6174,(Los Angeles),96. @connerblakely [245K] ⏫  |+6174 (Los Angeles) ,@connerblakely,|+6174,connerblakely,1,238726,2022-05-21 02:00:00.000,connerblakely,1,244900,2022-05-28 02:00:00.000,6174
2022-05-28,1,97,97.|,@roycexxx11,[12K],|+6173,"(Texas, USA)","97. @roycexxx11 [12K] ⏫  |+6173 (Texas, USA) ",@roycexxx11,|+6173,roycexxx11,1,5663,2022-05-21 02:00:00.000,roycexxx11,1,11836,2022-05-28 02:00:00.000,6173
