no_,tw_id,tw_username,text,url,retweet_count,is_retweet,text_1,tweet_created_date
15,294943859,aospinad,@aospinad - more than 🔁 2K Retweets on one tweet:,https://twitter.com/aospinad/status/1529242409909030912,2126,false,quieres leche? https://t.co/3tRhSEk4er,2022-05-24T23:26:17Z
16,1244356599407411200,vinnybb3,@vinnybb3 - more than 🔁 2K Retweets on one tweet:,https://twitter.com/vinnybb3/status/1529615823144361984,2102,false,Sex infront of a waterfall �� https://t.co/iZnx5FXzta,2022-05-26T00:10:05Z
17,1349052586297585665,christian_sty,@christian_sty - more than 🔁 2K Retweets on one tweet:,https://twitter.com/christian_sty/status/1529246845331034113,2051,false,Gentle &amp; rough w/ @pablohernandez7 https://t.co/elPmpwiLmN,2022-05-24T23:43:54Z
18,1139262813078204416,_j_o_c_k_,@_j_o_c_k_ - more than 🔁 2K Retweets on one tweet:,https://twitter.com/_j_o_c_k_/status/1528460124825735171,2043,false,Come on in �� https://t.co/ixHFYPNP4i,2022-05-22T19:37:45Z
19,1392153364260139011,facuantunesx,@facuantunesx - more than 🔁 2K Retweets on one tweet:,https://twitter.com/facuantunesx/status/1529598277729103873,1981,false,Qué elegís? Me lo subís o me lo bajas? ��  La consecuencia si me lo bajas es que tenes que comerte mi verga ��  Can you help me up or down? What do you choose ����  SUBSCRÍBETE YA ���� https://t.co/nmQ5ulrcVB https://t.co/nmQ5ulrcVB https://t.co/nmQ5ulrcVB https://t.co/nmQ5ulrcVB https://t.co/TY4gapoOZj,2022-05-25T23:00:22Z
20,1180507799748513793,teninchtopx,@teninchtopx - more than 🔁 2K Retweets on one tweet:,https://twitter.com/teninchtopx/status/1528506255924293634,1930,false,BIG LOADS ONLY! �� @XXXMBoston https://t.co/gPaYiQ1ROA,2022-05-22T22:41:04Z
21,2270928722,pupbuday,@pupbuday - more than 🔁 2K Retweets on one tweet:,https://twitter.com/pupbuday/status/1529190499130540037,1899,false,Who's looking for a good breeding?�� https://t.co/mwD3zn0yye,2022-05-24T20:00:00Z
22,818255659,kaylebalexander,@kaylebalexander - more than 🔁 2K Retweets on one tweet:,https://twitter.com/kaylebalexander/status/1528497873477836802,1876,false,"It’s not secret this Hawaiian boy is my favorite dick to play with, he’s a literal daddy now but I love when he hits me up to drain his big nutts �� https://t.co/erF03zvLuI",2022-05-22T22:07:45Z
23,81424115,dimefierro,@dimefierro - more than 🔁 2K Retweets on one tweet:,https://twitter.com/dimefierro/status/1527862019608698880,1850,false,"CAM ESCONDIDA / ya disponible!!  un albañil se me acerca a platicar, q tengo buen culo y me pide q se la chupe ���� les gustó el albañil?  3500 rts y subo la cogida �� — video completo (8min):  https://t.co/2BFNBwlvNe / https://t.co/KhghGGYEX2 https://t.co/0h1jncqQhK",2022-05-21T04:01:06Z
24,1250829747287764993,lockedboyeli,@lockedboyeli - more than 🔁 2K Retweets on one tweet:,https://twitter.com/lockedboyeli/status/1529669247432921088,1849,false,Always a fun time with @RhyheimX    https://t.co/FxkwctbU5s,2022-05-26T03:42:23Z
25,1123602811785306112,kvotheof,@kvotheof - more than 🔁 2K Retweets on one tweet:,https://twitter.com/kvotheof/status/1529065189357801473,1835,false,Mary Jane is shooketh �� https://t.co/4NMlWxxiVF,2022-05-24T11:42:04Z
26,2803114427,antoniosebert,@antoniosebert - more than 🔁 2K Retweets on one tweet:,https://twitter.com/antoniosebert/status/1529913712978579461,1804,false,Like the view honey? �� https://t.co/CVn0KU5E38,2022-05-26T19:53:48Z
27,1169263540030574593,max_barz,@max_barz - more than 🔁 2K Retweets on one tweet:,https://twitter.com/max_barz/status/1527928837337661443,1803,false,I’m really busy so if you want… the maximum I can let you is suck under the table while I’m working https://t.co/oJs4UCfpwI,2022-05-21T08:26:37Z
28,3118985909,zeidmoon,@zeidmoon - more than 🔁 2K Retweets on one tweet:,https://twitter.com/zeidmoon/status/1529127642657603586,1709,false,https://t.co/vVKcFZULml,2022-05-24T15:50:14Z
29,1467213438363611149,mattygilbert69,@mattygilbert69 - more than 🔁 2K Retweets on one tweet:,https://twitter.com/mattygilbert69/status/1528400717932789760,1668,false,3rd Leg… https://t.co/0AOPTGrseO,2022-05-22T15:41:42Z
30,1336069330358984706,samironeboy,@samironeboy - more than 🔁 2K Retweets on one tweet:,https://twitter.com/samironeboy/status/1530298976632815616,1658,false,3 everytime is much better https://t.co/3PUqLRQOaZ,2022-05-27T21:24:42Z
31,1240826815326957570,liasisback,@liasisback - more than 🔁 2K Retweets on one tweet:,https://twitter.com/liasisback/status/1528048995733487622,1641,false,Big ass softie https://t.co/EQ5zgiomNG,2022-05-21T16:24:05Z
32,1291385666312507401,hectorkonak,@hectorkonak - more than 🔁 2K Retweets on one tweet:,https://twitter.com/hectorkonak/status/1529474540761403392,1629,false,feels like what https://t.co/v2nL1Bd67A,2022-05-25T14:48:41Z
33,1104525449458155520,ashtonsummers11,@ashtonsummers11 - more than 🔁 2K Retweets on one tweet:,https://twitter.com/ashtonsummers11/status/1529178136738398213,1617,false,Come play �� https://t.co/Zi5zC9midJ,2022-05-24T19:10:53Z
34,1363593054557528064,iamliammoore,@iamliammoore - more than 🔁 2K Retweets on one tweet:,https://twitter.com/iamliammoore/status/1529082970795315201,1608,false,It’s heavy https://t.co/XeNh6Pgu2x,2022-05-24T12:52:43Z
35,1460788483048366084,rhyheimx,@rhyheimx - more than 🔁 2K Retweets on one tweet:,https://twitter.com/rhyheimx/status/1529667087861329920,1597,false,�� New w/ @LockedboyEli https://t.co/lZQUd0EfBJ,2022-05-26T03:33:48Z
36,1402330788285370368,gattouz0,@gattouz0 - more than 🔁 2K Retweets on one tweet:,https://twitter.com/gattouz0/status/1528080571343294465,1555,false,https://t.co/E9M349G844 https://t.co/hdTNvO9qSo,2022-05-21T18:29:33Z
37,1250243500110741504,xaviblinded,@xaviblinded - more than 🔁 2K Retweets on one tweet:,https://twitter.com/xaviblinded/status/1528488412084330503,1550,false,Con ganas de más ����https://t.co/z24xWV8I8Z,2022-05-22T21:30:10Z
38,1261710824931901441,eduardomen2112_,@eduardomen2112_ - more than 🔁 2K Retweets on one tweet:,https://twitter.com/eduardomen2112_/status/1528523907443081220,1525,false,"Ya somos 200k ����  Para celebrar, mi only y mi grupo de Telegram estarán en promoción hoy y mañana ����  https://t.co/blTF2Zqbcw https://t.co/z0iNFQTrVg",2022-05-22T23:51:12Z
39,1255449000897122305,sebastiancoxxx,@sebastiancoxxx - more than 🔁 2K Retweets on one tweet:,https://twitter.com/sebastiancoxxx/status/1529576052888051712,1509,false,Why is it so much more fun to get fucked out in the forest? https://t.co/IEeRAZOaqQ,2022-05-25T21:32:03Z
40,833152147164372992,lewissurv,@lewissurv - more than 🔁 1K Retweets on one tweet:,https://twitter.com/lewissurv/status/1528518625006653443,1466,false,�������� https://t.co/MOD4tbRLlz,2022-05-22T23:30:13Z
41,1327827496499339265,seateabe,@seateabe - more than 🔁 1K Retweets on one tweet:,https://twitter.com/seateabe/status/1530181679150731265,1446,false,It’s my birthday and @malikofmalik got me the best gift �� https://t.co/La1topi9t5,2022-05-27T13:38:36Z
42,1082996666058399745,lydian_grey,@lydian_grey - more than 🔁 1K Retweets on one tweet:,https://twitter.com/lydian_grey/status/1529855935350558722,1441,false,Just unloaded in him https://t.co/y3MMq1t3DT,2022-05-26T16:04:12Z
43,1422664117207412736,draconblue_of,@draconblue_of - more than 🔁 1K Retweets on one tweet:,https://twitter.com/draconblue_of/status/1529445575267176448,1428,false,I think we're alone here https://t.co/99RHmR4SuQ,2022-05-25T12:53:35Z
44,1378359254449496065,luvs477,@luvs477 - more than 🔁 1K Retweets on one tweet:,https://twitter.com/luvs477/status/1529623238690557952,1425,false,Would you bottom for me &amp; @KinkyKings444 https://t.co/uHKv2VhbZv,2022-05-26T00:39:33Z
45,1287900567746965504,hungskater,@hungskater - more than 🔁 1K Retweets on one tweet:,https://twitter.com/hungskater/status/1529552090967646209,1388,false,The heat generated by 2 orgasms when you both cum at the same time&gt;&gt;���������� Feels amazing on my cock I bet it feels quite nice inside his hole too �� https://t.co/Az3aqPuM9j,2022-05-25T19:56:50Z
46,1071369727522541568,hungtwinks,@hungtwinks - more than 🔁 1K Retweets on one tweet:,https://twitter.com/hungtwinks/status/1529160543516360704,1382,false,My monster ���� rock hard https://t.co/KP8ahacw4W,2022-05-24T18:00:58Z
47,1040644370976919554,yesbrawn,@yesbrawn - more than 🔁 1K Retweets on one tweet:,https://twitter.com/yesbrawn/status/1529179866297315329,1378,false,need wood? �� https://t.co/nGHDfOmic1,2022-05-24T19:17:45Z
48,737453313352962048,griffinbarrowsx,@griffinbarrowsx - more than 🔁 1K Retweets on one tweet:,https://twitter.com/griffinbarrowsx/status/1528272448138846208,1354,false,"Rough is a serious dad with a powertool. Like… wtf, how is it so long and veiny and juicy all at the same time! Slurping on it literally wore me out; you can see how exhausted I am at the end from being so horny and so eager to please him and his king-size rod @Rough_Ginger https://t.co/2rJ3dd75fF",2022-05-22T07:12:00Z
49,1241036603537133570,leandavexx,@leandavexx - more than 🔁 1K Retweets on one tweet:,https://twitter.com/leandavexx/status/1528039845247033345,1320,false,"my favorite position is doggystyle, what's yours? �� https://t.co/B6xPnswYyz",2022-05-21T15:47:43Z
50,750692110215553024,famouslyknownas,@famouslyknownas - more than 🔁 1K Retweets on one tweet:,https://twitter.com/famouslyknownas/status/1528033071118925824,1298,false,Authentic �� https://t.co/5eSuP9LJ4S,2022-05-21T15:20:48Z
51,1166252875623698432,forestkidx,@forestkidx - more than 🔁 1K Retweets on one tweet:,https://twitter.com/forestkidx/status/1529351106391773185,1296,false,Retweet if you’d give me head https://t.co/2LXJwLymaj,2022-05-25T06:38:12Z
52,1280166410300395521,peachyboy25,@peachyboy25 - more than 🔁 1K Retweets on one tweet:,https://twitter.com/peachyboy25/status/1530324273675390976,1285,false,So close you can almost taste it �� https://t.co/nnznsfjbGA,2022-05-27T23:05:13Z
53,1223781633213550593,cody_seiya,@cody_seiya - more than 🔁 1K Retweets on one tweet:,https://twitter.com/cody_seiya/status/1529848835677224961,1250,false,"thinking about this quickie with my buddy, @Tim_Onlyfans �� https://t.co/G8FUIaRsM6",2022-05-26T15:36:00Z
54,501122501,itsdesmipeach,@itsdesmipeach - more than 🔁 1K Retweets on one tweet:,https://twitter.com/itsdesmipeach/status/1529492991919853569,1232,false,New 40 MIN edging video with @Jockulusss   Already at:  https://t.co/L2pI7xvrDI and https://t.co/C2c9N9dOND https://t.co/wDsyPFSulG,2022-05-25T16:02:00Z
55,1159458015424241665,pupperdavey,@pupperdavey - more than 🔁 1K Retweets on one tweet:,https://twitter.com/pupperdavey/status/1529465339335032832,1217,false,"HARDER ! ! �� fuck yea! @mudeltabe wrecks my hole!  (and he mixed the music, too!) https://t.co/qU4rNh3vM0",2022-05-25T14:12:07Z
56,1349563639951466496,poyatoreal,@poyatoreal - more than 🔁 1K Retweets on one tweet:,https://twitter.com/poyatoreal/status/1529183896365158400,1199,false,My OnlyFans is 50% OFF.. enjoy the content! ���� https://t.co/a4uCkxYstX https://t.co/kMGW6fVx8l,2022-05-24T19:33:46Z
57,1251648696669921282,bonjouraxxel,@bonjouraxxel - more than 🔁 1K Retweets on one tweet:,https://twitter.com/bonjouraxxel/status/1529878415813361664,1183,false,If I give you my hole will you take good care of it bro ? �� https://t.co/yCEdEgG8I9,2022-05-26T17:33:32Z
58,1180157418073755648,sixnusx,@sixnusx - more than 🔁 1K Retweets on one tweet:,https://twitter.com/sixnusx/status/1529404935355346944,1177,false,�� https://t.co/qWbtH7j3sh,2022-05-25T10:12:06Z
59,1589302075,tylerwu_97,@tylerwu_97 - more than 🔁 1K Retweets on one tweet:,https://twitter.com/tylerwu_97/status/1530224115294031873,1169,false,My favourite person ��  @daneJaxson https://t.co/605YJN4pEg,2022-05-27T16:27:13Z
60,1252433194005258240,alex_uri12,@alex_uri12 - more than 🔁 1K Retweets on one tweet:,https://twitter.com/alex_uri12/status/1529823239588851721,1160,false,Cada que viene a la ciudad me llama para portarnos mal ����https://t.co/PDlxzSICKW https://t.co/iEXwRcDZfU,2022-05-26T13:54:17Z
61,1321547446615355392,prmusclepapi,@prmusclepapi - more than 🔁 1K Retweets on one tweet:,https://twitter.com/prmusclepapi/status/1528088326271475712,1154,false,"For over a year, y’all have asked me to bottom again, so, ya welcome ��‍♀️  Dropping next week on https://t.co/jUmnB6BI7X &amp; https://t.co/dhpaV39J9h   @baerab_ https://t.co/YmQkrM7y7d",2022-05-21T19:00:22Z
62,904480896056733696,ruggeryv,@ruggeryv - more than 🔁 1K Retweets on one tweet:,https://twitter.com/ruggeryv/status/1528501448299913217,1148,false,350k Followers couldn’t be happier! The more followers the naughtier �� SHARE this pic for More https://t.co/1SHe22PtuD,2022-05-22T22:21:58Z
63,1031501848878804992,jasperdoggy69,@jasperdoggy69 - more than 🔁 1K Retweets on one tweet:,https://twitter.com/jasperdoggy69/status/1528756669672353793,1132,false,i have something for you https://t.co/TcVdyvZpfE,2022-05-23T15:16:07Z
64,228409448,facundoantunes1,@facundoantunes1 - more than 🔁 1K Retweets on one tweet:,https://twitter.com/facundoantunes1/status/1528887945649745920,1131,false,"La tengo re dura y gruesa, se ve que el pete que me hizo el pasivo me dejo muy caliente ��  Video nuevo en mi Only, pasivo flaquito me hace acabar dos veces solo con chuparla ����  Passive sucks me off and I cum 2 times in a row ��  SUBSCRÍBETE���� https://t.co/P6QGbSii66 https://t.co/FXNB8VWdu7",2022-05-23T23:57:46Z
65,525909657,juniorandres0,@juniorandres0 - more than 🔁 1K Retweets on one tweet:,https://twitter.com/juniorandres0/status/1529965213461667847,1106,false,Uuff que rico como se traga mi vergon ese hoyo  Dale RT si también te la tragarias  https://t.co/Bz1aJmOlDv https://t.co/TiBeoP2wEB,2022-05-26T23:18:26Z
66,1391442287247364105,alphabayton,@alphabayton - more than 🔁 1K Retweets on one tweet:,https://twitter.com/alphabayton/status/1529827913180274689,1089,false,Who ordered breakfast in bed? https://t.co/Ux2N1V0FQb,2022-05-26T14:12:51Z
67,767942678067548160,samuelledger,@samuelledger - more than 🔁 1K Retweets on one tweet:,https://twitter.com/samuelledger/status/1529625885069828096,1083,false,https://t.co/fcpAJnrzcS,2022-05-26T00:50:04Z
68,1136279365359005696,meatyhenri,@meatyhenri - more than 🔁 1K Retweets on one tweet:,https://twitter.com/meatyhenri/status/1528281711460909056,1076,false,Need my belly rubbed and cock sucked https://t.co/6uFyWOPxzD,2022-05-22T07:48:48Z
69,1361942649570160641,_yourmilkercebu,@_yourmilkercebu - more than 🔁 1K Retweets on one tweet:,https://twitter.com/_yourmilkercebu/status/1528788968728588288,1066,false,SOBRANG DAKS NAMAN NG TWITTER FOLLOWER KO NATO! GRABE ANG UNGOL NIYA SA SARAP! MASUKA SUKA AKO SA PAGKALDAG NIYA SA BUNGANGA KO!  ��50% OFF JUST FOR FANS! https://t.co/PEDGOkGQfV  DM ME��50% OFF TELEGRAM! @_YourMilkerCebu https://t.co/Id7iPEnsi1,2022-05-23T17:24:28Z
70,157050328,luismvalsae,@luismvalsae - more than 🔁 1K Retweets on one tweet:,https://twitter.com/luismvalsae/status/1528767230418329614,1055,false,https://t.co/R6yrCUcBr4 https://t.co/Qqkh5Teuqj,2022-05-23T15:58:05Z
71,1242173051308929024,cruisingsocal,@cruisingsocal - more than 🔁 1K Retweets on one tweet:,https://twitter.com/cruisingsocal/status/1529291341276094465,1030,false,Cruising this bathroom is always a good time. Watch me get bred on one end while the guy on the other end watches ���� https://t.co/TGFiNRMhMH,2022-05-25T02:40:43Z
72,1373091053897650177,zarataco_,@zarataco_ - more than 🔁 1K Retweets on one tweet:,https://twitter.com/zarataco_/status/1529521799452663811,1027,false,Quiero que me preñes hasta hacerme acabar ����  40% off https://t.co/ADgGS5RWZp ❤️‍��❤️‍�� https://t.co/QGnBSMab19,2022-05-25T17:56:28Z
73,84870932,lanexcolten,@lanexcolten - more than 🔁 1K Retweets on one tweet:,https://twitter.com/lanexcolten/status/1529588131288166400,1007,false,Who’s helping? ��                                    I want to see yours ⬇️ https://t.co/lIR0X6nyJU,2022-05-25T22:20:03Z
74,884472411441291264,timtales_com,@timtales_com - more than 🔁 1K Retweets on one tweet:,https://twitter.com/timtales_com/status/1529238266368638976,1007,false,Peruvian bottom star Andrea Novak @novakkoff is back on https://t.co/yatqZHrsdW and enjoys the big cock of @TimKrugerXXX https://t.co/0rtG1k2T51,2022-05-24T23:09:49Z
75,1107729658533957632,porfimaximus,@porfimaximus - more than 🔁 1K Retweets on one tweet:,https://twitter.com/porfimaximus/status/1529924240845070336,1005,false,Roger that Sergeant! �� @teninchtopx https://t.co/wyb2tX40dX,2022-05-26T20:35:38Z
76,1387639531105439744,antthhy,@antthhy - more than 🔁 1K Retweets on one tweet:,https://twitter.com/antthhy/status/1528216319815917568,1004,false,The real workout happens when I leave the gym :p https://t.co/Wf8tBYyI3P,2022-05-22T03:28:58Z
77,1455546026731974658,rossdaltonx,@rossdaltonx - more than 🔁 996 Retweets on one tweet:,https://twitter.com/rossdaltonx/status/1527935080924172289,996,false,morning https://t.co/q7Eanatfcp,2022-05-21T08:51:25Z
78,804183394066239488,twinkbig9,@twinkbig9 - more than 🔁 996 Retweets on one tweet:,https://twitter.com/twinkbig9/status/1529610387871739904,996,false,�� An amazing time with the handsome @nate_stetsonx fucking his Big Muscle Butt�� with my Big Cock�� Retweet if this made you horny�� https://t.co/ptOjfe4bEc https://t.co/z54zNSgJL7 https://t.co/GjrWtG7Xss,2022-05-25T23:48:29Z
79,1158204257037778945,jonsenpapi,@jonsenpapi - more than 🔁 993 Retweets on one tweet:,https://twitter.com/jonsenpapi/status/1528948323826008065,993,false,kiss it https://t.co/IZAVycZCqy,2022-05-24T03:57:41Z
80,1049477850808479745,cumcontrolfun,@cumcontrolfun - more than 🔁 989 Retweets on one tweet:,https://twitter.com/cumcontrolfun/status/1529447202468220928,989,false,體育小王子 ep.8 (未成年請勿觀看) ft. @sexysmboy 穿這種內褲擺明就是要色色 就在浴池邊幫你洗屌+控射好了  高清完整版https://t.co/NlEfTfEUx1 單片購買https://t.co/HuKXw8UrJX 噴多多的秘方https://t.co/ugMshEeRSJ  報名控射麻煩自介、身材照、屌照 #edging #控射 #cumcontrol #milking #农牛 https://t.co/0uHIj1fWC6,2022-05-25T13:00:03Z
81,1437200236968136708,superlatino37,@superlatino37 - more than 🔁 985 Retweets on one tweet:,https://twitter.com/superlatino37/status/1528102656400625664,985,false,RT Si te animas a bajarme por completo el short ������ Prometo que te encontraras con una sorpresa muy rica ������ https://t.co/UEdBk97EBp https://t.co/UEdBk97EBp @EncuentroGayMty https://t.co/yn5XvFCKwz,2022-05-21T19:57:18Z
82,1349399259129520131,romeotwink,@romeotwink - more than 🔁 985 Retweets on one tweet:,https://twitter.com/romeotwink/status/1528306762012565510,985,false,You prefer it hard or soft?�� Retweet if you‘d make it hard�� https://t.co/sg4Hy1AvjW https://t.co/tSWzyq2SqJ,2022-05-22T09:28:21Z
83,140560492,fma01fma,@fma01fma - more than 🔁 973 Retweets on one tweet:,https://twitter.com/fma01fma/status/1528899119431004161,973,false,RT for more ������ Full video in https://t.co/GaxAPXK37Q �������� https://t.co/k50lS12KMg,2022-05-24T00:42:10Z
84,1331918276427964419,sirpeeterreal,@sirpeeterreal - more than 🔁 970 Retweets on one tweet:,https://twitter.com/sirpeeterreal/status/1529196587527839746,970,false,What should I do with my own cock?���� https://t.co/83r5bcdKe2,2022-05-24T20:24:12Z
85,1400014119206633475,masoncsmith,@masoncsmith - more than 🔁 954 Retweets on one tweet:,https://twitter.com/masoncsmith/status/1527999752431869953,954,false,Rt if you wanna take my cock for a ride ���� https://t.co/xuBY1ksPVt,2022-05-21T13:08:24Z
86,1321543283315757056,malik_delgaty,@malik_delgaty - more than 🔁 947 Retweets on one tweet:,https://twitter.com/malik_delgaty/status/1530282190826635264,947,false,` https://t.co/zi895oAp4y,2022-05-27T20:18:00Z
87,1325693563393466371,amirpounding,@amirpounding - more than 🔁 943 Retweets on one tweet:,https://twitter.com/amirpounding/status/1529865450766618624,943,false,Pounded hard �� slapped well ���� and used perfectly and enjoyed it ����  the way all big muscle boys should be treated @Grag_Stone was a good boy  https://t.co/43S6Qt4hlj https://t.co/fwhmWwLH82,2022-05-26T16:42:01Z
88,1049044405410299906,conwh0re,@conwh0re - more than 🔁 938 Retweets on one tweet:,https://twitter.com/conwh0re/status/1529971014746136597,938,false,sun bleached ☀️ https://t.co/BynIdtkbHB,2022-05-26T23:41:30Z
89,1405922666733785091,dcbrne,@dcbrne - more than 🔁 937 Retweets on one tweet:,https://twitter.com/dcbrne/status/1529721996568846336,937,false,What do you think of the box menswear trunks? https://t.co/9wPdcYY833,2022-05-26T07:11:59Z
90,1199117060837654528,rokmostafa,@rokmostafa - more than 🔁 915 Retweets on one tweet:,https://twitter.com/rokmostafa/status/1529858169844924416,915,false,Hello everybody https://t.co/cc5JEWg3wV,2022-05-26T16:13:05Z
91,1287437062325641216,xanderboyx,@xanderboyx - more than 🔁 898 Retweets on one tweet:,https://twitter.com/xanderboyx/status/1529593842315407360,898,false,sun kissed �� https://t.co/GbCBJ91qSf,2022-05-25T22:42:45Z
92,1421530919538675712,cb_elf,@cb_elf - more than 🔁 895 Retweets on one tweet:,https://twitter.com/cb_elf/status/1528873437455822849,895,false,Choke on me https://t.co/VfDaN6YLQk,2022-05-23T23:00:07Z
93,1355883655072256000,mnstrcck,@mnstrcck - more than 🔁 894 Retweets on one tweet:,https://twitter.com/mnstrcck/status/1529707105908834304,894,false,RT if you love those arches �� https://t.co/wHL0uONoB6,2022-05-26T06:12:49Z
94,1213222019392655360,call_toot,@call_toot - more than 🔁 887 Retweets on one tweet:,https://twitter.com/call_toot/status/1529834227029659650,887,false,"“Whisper In Ma Ear Daddy, Imma Nut” https://t.co/T2Nui4VRWs",2022-05-26T14:37:57Z
95,1498747467608862723,christianflexxx,@christianflexxx - more than 🔁 879 Retweets on one tweet:,https://twitter.com/christianflexxx/status/1527875097826054144,879,false,Met this stud while cruising  @NYCDominicano   Full vid on OF   https://t.co/D236CoTIeg https://t.co/HoE8ocJm8j,2022-05-21T04:53:04Z
96,1226637143449260032,leedsladcd,@leedsladcd - more than 🔁 877 Retweets on one tweet:,https://twitter.com/leedsladcd/status/1528775102715797504,877,false,Rt for my to unwrap myself �� https://t.co/4RYboa595l,2022-05-23T16:29:22Z
97,397654065,jettwayneh,@jettwayneh - more than 🔁 871 Retweets on one tweet:,https://twitter.com/jettwayneh/status/1529366991051427843,871,false,What you gonna lick first? https://t.co/B3r2N2FCeV,2022-05-25T07:41:19Z
98,1423048980972331013,sojmani,@sojmani - more than 🔁 864 Retweets on one tweet:,https://twitter.com/sojmani/status/1528462298532040704,864,false,�� https://t.co/RtTCrlGMCx,2022-05-22T19:46:24Z
99,1222448298033930245,tommy78_tommy,@tommy78_tommy - more than 🔁 858 Retweets on one tweet:,https://twitter.com/tommy78_tommy/status/1528047739803680774,858,false,get on your kness and serve it me https://t.co/zpX44Ryx4Z,2022-05-21T16:19:05Z
100,1128765886825934849,jay_55k,@jay_55k - more than 🔁 857 Retweets on one tweet:,https://twitter.com/jay_55k/status/1528812271174144002,857,false,10 usernames that retweet this post will be selected for a free 6month membership to my https://t.co/OkXevijxqz. I’ll announce the winners tomorrow night! https://t.co/eX5BPzQDSY,2022-05-23T18:57:04Z
101,1455192694339223554,pppeerapath,@pppeerapath - more than 🔁 843 Retweets on one tweet:,https://twitter.com/pppeerapath/status/1529816947193356288,843,false,เล่นน้ำกันมั้ย �� https://t.co/efz3cMsfbp https://t.co/sVbaTL6PHR,2022-05-26T13:29:17Z
